,class,end_pos,file,line,start_pos,text,type,Y,Predicted_Values
8485,U,66,ML071350662.txt,67,0.0,"['documents', 'reviewed', 'by', 'the', 'inspectors', 'are', 'listed', 'in', 'the']",0.0,U,U
8486,U,103,ML071350662.txt,67,66.0,"['the', 'inspectors', 'completed', 'six']",0.0,U,U
8488,U,158,ML071350662.txt,67,105.0,"['findings', 'no', 'findings', 'of', 'significance', 'were']",0.0,U,U
8492,U,436,ML071350662.txt,69,346.0,"['the', 'licensee', 'simulated', 'fire', 'in', 'switchgear', 'panel', 'in', 'the', 'condensate', 'polisher']",0.0,U,U
8495,U,540,ML071350662.txt,69,538.0,[],0.0,U,U
8498,U,929,ML071350662.txt,69,656.0,"['training', 'observation', 'inspection', 'scope', 'on', 'january', 'the', 'inspectors', 'observed', 'training', 'of', 'senior', 'reactor', 'operators', 'and', 'reactor', 'operators', 'to', 'identify', 'deficiencies', 'and', 'discrepancies', 'in', 'the', 'to', 'assess', 'operator', 'and', 'to', 'assess', 'the']",0.0,U,U
8508,U,512,ML071350662.txt,79,236.0,"['the', 'purpose', 'of', 'this', 'review', 'was', 'to', 'determine', 'if', 'the', 'simulator', 'was', 'capable', 'of', 'supporting', 'initial', 'supporting', 'requalification', 'training', 'required', 'for', 'all', 'licensed', 'operators', 'on', 'and', 'supporting', 'reactivity', 'and', 'control', 'manipulations', 'for', 'initial', 'license']",0.0,U,N
8510,U,1317,ML071350662.txt,79,925.0,"['because', 'the', 'licensee', 'communicated', 'to', 'the', 'inspector', 'that', 'the', 'simulator', 'would', 'not', 'be', 'used', 'for', 'reactivity', 'manipulation', 'credits', 'on', 'the', 'next', 'small', 'sample', 'of', 'the', 'core', 'performance', 'test', 'documents', 'were', 'reviewed', 'in', 'order', 'to', 'assess', 'the', 'adequacy', 'of', 'the', 'simulator', 'in', 'supporting', 'reactivity', 'and', 'control', 'manipulations', 'for', 'future', 'exams', 'as', 'documented', 'on', 'nrc', 'form', 'qualification']",0.0,U,U
8516,U,2605,ML071350662.txt,79,2555.0,"['these', 'items', 'are', 'listed', 'in', 'the', 'back', 'of', 'this']",0.0,U,U
8517,U,2835,ML071350662.txt,79,2605.0,"['as', 'part', 'of', 'this', 'the', 'inspector', 'interviewed', 'one', 'one', 'two', 'reactor', 'two', 'senior', 'reactor', 'both', 'simulator', 'the', 'simulator', 'support', 'and', 'the', 'operations', 'training']",0.0,U,U
8518,U,3057,ML071350662.txt,79,2835.0,"['the', 'interviews', 'were', 'performed', 'in', 'order', 'to', 'collect', 'feedback', 'regarding', 'the', 'fidelity', 'of', 'the', 'the', 'simulator', 'discrepancy', 'reporting', 'system', 'and', 'training', 'on', 'differences', 'between', 'the', 'simulator', 'and', 'the']",0.0,U,N
8520,U,3322,ML071350662.txt,79,3150.0,"['one', 'item', 'specifically', 'related', 'to', 'this', 'review', 'was', 'how', 'management', 'groups', 'such', 'as', 'the', 'simulator', 'review', 'board', 'coordinate', 'discrepancy', 'priorities', 'and', 'subsequent', 'repair']",0.0,U,U
8521,U,3362,ML071350662.txt,79,3322.0,"['these', 'decisions', 'include', 'cost']",0.0,U,U
8524,U,655,ML071350662.txt,81,450.0,"['the', 'licensee', 'communicated', 'to', 'the', 'inspector', 'that', 'the', 'balance', 'of', 'plant', 'model', 'was', 'being', 'replaced', 'later', 'this', 'with', 'work', 'scheduled', 'to', 'be', 'complete', 'and', 'rolled', 'out', 'to', 'training', 'by', 'the', 'end', 'of', 'the', 'calendar']",0.0,U,N
8528,U,1469,ML071350662.txt,81,871.0,"['routine', 'maintenance', 'effectiveness', 'inspection', 'scope', 'the', 'inspectors', 'reviewed', 'the', 'two', 'equipment', 'performance', 'issues', 'listed', 'below', 'verify', 'the', 'appropriate', 'handling', 'of', 'and', 'component', 'performance', 'or', 'condition', 'verify', 'the', 'appropriate', 'handling', 'of', 'degraded', 'and', 'component', 'functional', 'evaluate', 'the', 'role', 'of', 'work', 'practices', 'and', 'common', 'cause', 'and', 'evaluate', 'the', 'handling', 'of', 'and', 'component', 'issues', 'reviewed', 'under', 'the', 'requirements', 'of', 'the', 'maintenance', 'cfr', 'part', 'appendix', 'and', 'the', 'technical']",0.0,U,U
8531,U,114,ML071350662.txt,83,66.0,"['the', 'inspectors', 'completed', 'two', 'inspection']",0.0,U,U
8532,U,116,ML071350662.txt,83,114.0,[],0.0,U,U
8537,U,23,ML071350662.txt,89,0.0,"['nuclear', 'power']",0.0,U,U
8538,U,194,ML071350662.txt,89,23.0,"['the', 'inspector', 'assessed', 'the', 'effectiveness', 'of', 'corrective', 'actions', 'and', 'program', 'adjustments', 'performed', 'as', 'result', 'of', 'the', 'previous', 'periodic', 'dated', 'september']",0.0,U,U
8539,U,293,ML071350662.txt,89,194.0,"['no', 'new', 'periodic', 'evaluations', 'were', 'completed', 'since', 'the', 'last', 'triennial', 'periodic', 'evaluation']",0.0,U,U
8541,U,635,ML071350662.txt,89,500.0,"['these', 'samples', 'were', 'used', 'to', 'assess', 'the', 'response', 'to', 'the', 'degraded', 'performance', 'within', 'the', 'scope', 'of', 'the', 'maintenance', 'rule']",0.0,U,U
8543,U,936,ML071350662.txt,89,752.0,"['the', 'inspector', 'selected', 'the', 'following', 'four', 'samples', 'for', 'detailed', 'emergency', 'feedwater', 'main', 'feedwater', 'and', 'controls', 'essential', 'chillers', 'dry', 'and', 'wet', 'cooling', 'tower', 'structures']",0.0,U,U
8546,U,543,ML071350662.txt,91,408.0,"['the', 'inspector', 'reviewed', 'adjustments', 'to', 'the', 'scope', 'of', 'the', 'maintenance', 'rule', 'program', 'and', 'changes', 'made', 'during', 'the', 'assessment']",0.0,U,U
8549,U,615,ML071350662.txt,91,593.0,['findings'],0.0,U,U
8551,U,903,ML071350662.txt,91,891.0,[],0.0,U,U
8552,U,1213,ML071350662.txt,91,903.0,"['waterford', 'final', 'safety', 'analysis', 'section', 'discusses', 'the', 'design', 'function', 'of', 'the', 'dry', 'cooling', 'tower', 'structure', 'to', 'drain', 'the', 'dry', 'cooling', 'tower', 'cubicle', 'areas', 'in', 'order', 'to', 'protect', 'transformers', 'and', 'motor', 'control', 'centers', 'during', 'the', 'probable', 'maximum', 'precipitation', 'event', 'on', 'the', 'plant']",0.0,U,N
8553,U,1425,ML071350662.txt,91,1213.0,"['the', 'final', 'safety', 'analysis', 'report', 'states', 'that', 'openings', 'are', 'provided', 'for', 'the', 'respective', 'dry', 'cooling', 'tower', 'cubicles', 'in', 'order', 'to', 'further', 'preclude', 'the', 'possibility', 'of', 'flooding', 'motor', 'control', 'centers', 'and']",0.0,U,U
8556,U,1689,ML071350662.txt,91,1596.0,"['these', 'openings', 'are', 'intended', 'to', 'serve', 'as', 'backup', 'to', 'the', 'floor', 'drains', 'located', 'in', 'each']",0.0,U,U
8557,U,1844,ML071350662.txt,91,1689.0,"['when', 'asked', 'to', 'locate', 'the', 'the', 'licensee', 'initiated', 'condition', 'reports', 'and', 'to', 'document', 'that', 'the', 'plant']",0.0,U,N
8559,U,421,ML071350662.txt,93,325.0,"['the', 'licensee', 'presented', 'position', 'paper', 'related', 'to', 'the', 'dry', 'cooling', 'tower', 'areas', 'cubicle']",0.0,U,N
8560,U,576,ML071350662.txt,93,421.0,"['the', 'inspector', 'reviewed', 'the', 'position', 'paper', 'and', 'determined', 'that', 'the', 'minor', 'example', 'cited', 'in', 'the', 'paper', 'did', 'not', 'apply', 'to', 'this', 'performance']",0.0,U,N
8562,U,969,ML071350662.txt,93,852.0,"['these', 'motor', 'control', 'centers', 'control', 'power', 'to', 'the', 'wet', 'and', 'dry', 'cooling', 'tower', 'which', 'act', 'as', 'the', 'ultimate', 'heat']",0.0,U,U
8565,U,1370,ML071350662.txt,93,1090.0,"['the', 'finding', 'is', 'more', 'than', 'minor', 'because', 'it', 'is', 'associated', 'with', 'the', 'design', 'control', 'attribute', 'and', 'affects', 'the', 'mitigating', 'systems', 'cornerstone', 'objective', 'to', 'ensure', 'the', 'reliability', 'of', 'the', 'wet', 'and', 'dry', 'cooling', 'tower', 'systems', 'during', 'the', 'probable', 'maximum', 'precipitation', 'event', 'on', 'the', 'plant']",0.0,U,N
8566,U,1520,ML071350662.txt,93,1370.0,"['the', 'normal', 'floor', 'drains', 'had', 'historically', 'clogged', 'and', 'the', 'drainage', 'openings', 'were', 'needed', 'to', 'limit', 'flood', 'related', 'challenges', 'to', 'the', 'motor', 'control']",0.0,U,N
8567,U,1862,ML071350662.txt,93,1520.0,"['the', 'finding', 'was', 'determined', 'to', 'be', 'of', 'very', 'low', 'safety', 'significance', 'because', 'the', 'deficiency', 'did', 'not', 'represent', 'an', 'actual', 'loss', 'of', 'the', 'wet', 'and', 'dry', 'cooling', 'tower', 'systems', 'safety', 'functions', 'per', 'technical', 'operability', 'determinations', 'functional', 'assessments', 'for', 'resolution', 'of', 'degraded', 'or', 'nonconforming', 'conditions', 'adverse', 'to']",0.0,U,U
8571,U,2320,ML071350662.txt,93,2073.0,"['part', 'of', 'title', 'of', 'the', 'code', 'of', 'federal', 'appendix', 'criterion', 'in', 'that', 'measures', 'shall', 'be', 'established', 'to', 'assure', 'that', 'the', 'design', 'as', 'specified', 'in', 'the', 'license', 'is', 'correctly', 'translated', 'into']",0.0,U,U
8572,U,2535,ML071350662.txt,93,2320.0,"['contrary', 'to', 'the', 'prior', 'to', 'march', 'the', 'licensee', 'failed', 'to', 'assure', 'that', 'the', 'design', 'as', 'specified', 'in', 'the', 'license', 'was', 'correctly', 'translated', 'into', 'drawings', 'and', 'the', 'actual', 'plant']",0.0,U,N
8574,U,4,ML071350662.txt,95,0.0,[],0.0,U,U
8576,U,110,ML071350662.txt,99,0.0,"['the', 'licensee', 'took', 'prompt', 'corrective', 'action', 'and', 'performed', 'field', 'walk', 'down', 'of', 'the', 'dry', 'cooling', 'tower']",0.0,U,U
8577,U,207,ML071350662.txt,99,110.0,"['the', 'licensee', 'also', 'verified', 'the', 'existence', 'of', 'periodic', 'tasks', 'to', 'inspect', 'and', 'clean', 'the', 'floor']",0.0,U,N
8580,U,1151,ML071350662.txt,99,402.0,"['risk', 'assessment', 'and', 'management', 'of', 'risk', 'inspection', 'scope', 'the', 'inspectors', 'reviewed', 'the', 'three', 'assessment', 'activities', 'listed', 'below', 'to', 'performance', 'of', 'risk', 'assessments', 'when', 'required', 'by', 'cfr', 'and', 'licensee', 'procedures', 'prior', 'to', 'changes', 'in', 'plant', 'configuration', 'for', 'maintenance', 'activities', 'and', 'plant', 'the', 'and', 'completeness', 'of', 'the', 'information', 'considered', 'in', 'the', 'risk', 'that', 'the', 'licensee', 'enters', 'as', 'the', 'appropriate', 'risk', 'category', 'according', 'to', 'the', 'risk', 'assessment', 'and', 'licensee', 'the', 'licensee', 'properly', 'controlled', 'emergent', 'and', 'the', 'licensee', 'identified', 'and', 'corrected', 'problems', 'related', 'to', 'maintenance', 'risk']",0.0,U,U
8581,U,1451,ML071350662.txt,99,1151.0,"['march', 'planned', 'surveillance', 'activities', 'for', 'undervoltage', 'and', 'shunt', 'trip', 'coil', 'testing', 'for', 'reactor', 'trip', 'circuit', 'breakers', 'march', 'planned', 'maintenance', 'activities', 'on', 'emergency', 'diesel', 'generator', 'train', 'march', 'planned', 'maintenance', 'activities', 'on', 'emergency', 'diesel', 'generator', 'train']",0.0,U,N
8590,U,1,ML071350662.txt,105,0.0,[],0.0,U,U
8593,U,105,ML071350662.txt,109,66.0,"['the', 'inspectors', 'completed', 'three']",0.0,U,U
8594,U,107,ML071350662.txt,109,105.0,[],0.0,U,U
8596,U,202,ML071350662.txt,109,160.0,"['postmaintenance', 'testing']",0.0,U,U
8597,U,339,ML071350662.txt,109,202.0,"['inspection', 'scope', 'the', 'inspectors', 'selected', 'the', 'five', 'postmaintenance', 'test', 'activities', 'of', 'risk', 'significant', 'systems', 'or', 'components', 'listed']",0.0,U,U
8598,U,686,ML071350662.txt,109,339.0,"['for', 'each', 'the', 'reviewed', 'the', 'applicable', 'licensing', 'basis', 'documents', 'to', 'determine', 'the', 'safety', 'evaluated', 'the', 'safety', 'functions', 'that', 'may', 'have', 'been', 'effected', 'by', 'the', 'maintenance', 'and', 'reviewed', 'the', 'test', 'procedure', 'to', 'ensure', 'it', 'adequately', 'tested', 'the', 'safety', 'function', 'that', 'may', 'have', 'been']",0.0,U,U
8599,U,1071,ML071350662.txt,109,686.0,"['the', 'inspectors', 'either', 'witnessed', 'or', 'reviewed', 'test', 'data', 'to', 'verify', 'that', 'acceptance', 'criteria', 'were', 'plant', 'impacts', 'were', 'test', 'equipment', 'was', 'procedures', 'were', 'jumpers', 'were', 'properly', 'the', 'test', 'data', 'results', 'were', 'complete', 'and', 'the', 'test', 'equipment', 'was', 'the', 'system', 'was', 'properly', 'and', 'deficiencies', 'during', 'testing', 'were']",0.0,U,U
8608,U,198,ML071350662.txt,115,159.0,"['surveillance', 'testing']",0.0,U,U
8610,U,1397,ML071350662.txt,115,511.0,"['the', 'inspectors', 'either', 'witnessed', 'or', 'reviewed', 'test', 'data', 'to', 'verify', 'that', 'the', 'following', 'significant', 'surveillance', 'test', 'attributes', 'were', 'evaluation', 'of', 'testing', 'impact', 'on', 'the', 'acceptance', 'test', 'lead', 'test', 'testing', 'frequency', 'and', 'method', 'demonstrated', 'technical', 'specification', 'test', 'equipment', 'restoration', 'of', 'plant', 'fulfillment', 'of', 'asme', 'code', 'updating', 'of', 'performance', 'indicator', 'engineering', 'root', 'and', 'bases', 'for', 'returning', 'tested', 'and', 'components', 'not', 'meeting', 'the', 'test', 'acceptance', 'criteria', 'were', 'reference', 'setting', 'annunciators', 'and', 'alarms', 'and', 'reactor', 'coolant', 'pressure', 'boundary', 'leakage', 'instrumentation', 'checks', 'and']",0.0,U,N
8617,U,4,ML071350662.txt,119,0.0,[],0.0,U,U
8619,U,2,ML071350662.txt,123,0.0,[],0.0,U,U
8632,U,949,ML071350662.txt,131,235.0,"['inspection', 'scope', 'for', 'the', 'one', 'drill', 'listed', 'below', 'and', 'training', 'evolution', 'contributing', 'to', 'performance', 'and', 'emergency', 'response', 'organization', 'performance', 'the', 'observed', 'the', 'training', 'evolution', 'to', 'identify', 'any', 'weaknesses', 'and', 'deficiencies', 'in', 'and', 'protective', 'action', 'requirements', 'development', 'compared', 'the', 'identified', 'weaknesses', 'and', 'deficiencies', 'against', 'findings', 'to', 'determine', 'whether', 'the', 'licensee', 'is', 'properly', 'identifying', 'and', 'determined', 'whether', 'licensee', 'performance', 'is', 'in', 'accordance', 'with', 'the', 'guidance', 'of', 'the', 'nei', 'submission', 'of', 'performance', 'indicator', 'acceptance']",0.0,U,U
8633,U,1206,ML071350662.txt,131,949.0,"['april', 'the', 'drill', 'involved', 'multiple', 'equipment', 'including', 'failure', 'of', 'pressurizer', 'pressure', 'and', 'level', 'and', 'main', 'turbine', 'trip', 'without', 'an', 'automatic', 'reactor', 'resulting', 'in', 'an', 'anticipated', 'transient', 'without']",0.0,U,U
8636,U,4,ML071350662.txt,135,0.0,[],0.0,U,U
8639,U,521,ML071350662.txt,141,0.0,"['simulator', 'scenario', 'number', 'list', 'of', 'events', 'and', 'event', 'objectives', 'operating', 'procedure', 'post', 'trip', 'revision', 'operating', 'procedure', 'of', 'coolant', 'accident', 'recovery', 'revision', 'emergency', 'planning', 'procedure', 'and', 'classification', 'of', 'emergency', 'revision', 'operating', 'procedure', 'generator', 'level', 'control', 'system', 'revision', 'operating', 'procedure', 'level', 'control', 'revision']",0.0,U,N
8640,U,58,ML071350662.txt,143,0.0,"['the', 'inspectors', 'completed', 'one', 'drill']",0.0,U,U
8642,U,113,ML071350662.txt,143,60.0,"['findings', 'no', 'findings', 'of', 'significance', 'were']",0.0,U,U
8646,U,239,ML071350662.txt,145,81.0,"['inspection', 'scope', 'the', 'inspectors', 'sampled', 'licensee', 'submittals', 'for', 'the', 'three', 'performance', 'indicators', 'listed', 'below', 'for', 'the', 'period', 'april', 'through', 'december']",0.0,U,U
8651,U,53,ML071350662.txt,147,0.0,"['findings', 'no', 'findings', 'of', 'significance', 'were']",0.0,U,U
8654,U,61,ML071350662.txt,153,0.0,"['identification', 'and', 'resolution', 'of', 'problems']",0.0,U,U
8655,U,244,ML071350662.txt,153,61.0,"['routine', 'review', 'of', 'identification', 'and', 'resolution', 'of', 'problems', 'inspection', 'scope', 'the', 'inspectors', 'performed', 'daily', 'screening', 'of', 'items', 'entered', 'into', 'the', 'corrective', 'action']",0.0,U,U
8662,U,1599,ML071350662.txt,153,1025.0,"['the', 'inspectors', 'considered', 'the', 'following', 'during', 'the', 'review', 'of', 'the', 'complete', 'and', 'accurate', 'identification', 'of', 'the', 'problem', 'in', 'timely', 'evaluation', 'and', 'disposition', 'of', 'consideration', 'of', 'extent', 'of', 'generic', 'common', 'and', 'previous', 'classification', 'and', 'prioritization', 'of', 'the', 'resolution', 'of', 'the', 'identification', 'of', 'root', 'and', 'contributing', 'causes', 'of', 'the', 'identification', 'of', 'corrective', 'and', 'completion', 'of', 'corrective', 'actions', 'in', 'timely']",0.0,U,U
8663,U,1655,ML071350662.txt,153,1599.0,"['march', 'essential', 'chiller', 'cycle', 'timer', 'failures']",0.0,U,U
8664,U,66,ML071350662.txt,155,0.0,"['documents', 'reviewed', 'by', 'the', 'inspectors', 'are', 'listed', 'in', 'the']",0.0,U,U
8666,U,104,ML071350662.txt,155,102.0,[],0.0,U,U
8670,U,188,ML071350662.txt,161,0.0,"['other', 'activities', 'unresolved', 'item', 'failure', 'to', 'ensure', 'that', 'written', 'procedures', 'adequately', 'incorporate', 'regulatory', 'requirements', 'and', 'design', 'basis']",0.0,U,U
8672,D,567,ML071350662.txt,161,380.0,"['this', 'failure', 'resulted', 'in', 'storing', 'the', 'train', 'dry', 'cooling', 'tower', 'sump', 'pump', 'near', 'nonseismic', 'equipment', 'which', 'could', 'fall', 'and', 'damage', 'the', 'pump', 'during', 'an']",1.0,N,N
8675,O,956,ML071350662.txt,161,790.0,"['the', 'inspectors', 'identified', 'that', 'the', 'licensee', 'had', 'inappropriately', 'located', 'the', 'train', 'ultimate', 'heat', 'sink', 'sump', 'pumps', 'near', 'qualified']",1.0,N,N
8677,O,1215,ML071350662.txt,161,1070.0,"['the', 'failure', 'to', 'locate', 'the', 'pump', 'in', 'location', 'free', 'from', 'potentially', 'seismic', 'induced', 'damage', 'was', 'inconsistent', 'with', 'the', 'final', 'safety', 'analysis']",1.0,N,N
8680,O,1723,ML071350662.txt,161,1545.0,"['in', 'response', 'to', 'the', 'the', 'licensee', 'performed', 'seismic', 'analysis', 'and', 'determined', 'that', 'the', 'piping', 'would', 'not', 'fall', 'during', 'an', 'operating', 'basis']",1.0,N,N
8683,U,2381,ML071350662.txt,161,1996.0,"['using', 'the', 'phase', 'worksheet', 'in', 'manual', 'chapter', 'determination', 'the', 'inspectors', 'determined', 'that', 'this', 'finding', 'was', 'of', 'very', 'low', 'safety', 'significance', 'because', 'the', 'finding', 'was', 'design', 'deficiency', 'that', 'was', 'confirmed', 'not', 'to', 'result', 'in', 'loss', 'of', 'operability', 'per', 'technical', 'operability', 'determination', 'process', 'for', 'operability', 'and', 'functional']",0.0,U,N
8684,U,2557,ML071350662.txt,161,2381.0,"['the', 'inspectors', 'determined', 'the', 'cause', 'of', 'this', 'finding', 'was', 'not', 'related', 'to', 'crosscutting', 'element', 'because', 'the', 'performance', 'deficiency', 'does', 'not', 'reflect', 'current', 'operating']",0.0,U,N
8689,U,9,ML071350662.txt,165,0.0,['enclosure'],0.0,U,U
8691,U,415,ML071350662.txt,167,230.0,"['on', 'march', 'reactor', 'inspector', 'presented', 'the', 'triennial', 'maintenance', 'rule', 'inspection', 'results', 'to', 'vice', 'and', 'other', 'members', 'of', 'the']",0.0,U,N
8692,U,547,ML071350662.txt,167,415.0,"['on', 'april', 'the', 'resident', 'inspectors', 'presented', 'the', 'inspection', 'results', 'to', 'walsh', 'and', 'other', 'members', 'of', 'licensee']",0.0,U,U
8693,U,618,ML071350662.txt,167,547.0,"['for', 'each', 'exit', 'meeting', 'the', 'licensee', 'acknowledged', 'the', 'findings']",0.0,U,U
8696,U,963,ML071350662.txt,167,793.0,"['licensee', 'identified', 'violations', 'the', 'following', 'violation', 'of', 'very', 'low', 'safety', 'significance', 'was', 'identified', 'by', 'the', 'licensee', 'and', 'is', 'violation', 'of', 'nrc']",0.0,U,U
8699,U,1434,ML071350662.txt,167,1318.0,"['the', 'train', 'was', 'rendered', 'inoperable', 'until', 'january', 'when', 'it', 'failed', 'to', 'run', 'during']",0.0,U,N
8700,T,1518,ML071350662.txt,167,1434.0,"['the', 'failure', 'to', 'follow', 'procedures', 'was', 'violation', 'of', 'technical', 'specification']",1.0,N,N
8702,U,36,ML071350662.txt,169,0.0,"['supplemental', 'information']",0.0,U,U
8703,U,4,ML071350662.txt,171,0.0,[],0.0,U,U
8711,U,624,ML071350662.txt,185,119.0,"['section', 'fire', 'protection', 'procedure', 'number', 'administrative', 'procedure', 'operating', 'procedure', 'maintenance', 'procedure', 'administrative', 'procedure', 'fire', 'protection', 'procedure', 'fire', 'protection', 'procedure', 'training', 'manual', 'procedure', 'title', 'fire', 'protection', 'program', 'fire', 'protection', 'fire', 'extinguisher', 'inspection', 'and', 'extinguisher', 'replacement', 'fire', 'protection', 'program', 'fire', 'protection', 'system', 'impairments', 'transient', 'combustibles', 'revision']",0.0,U,N
8713,U,2,ML071350662.txt,189,0.0,[],0.0,U,U
8714,U,24,ML071350662.txt,191,0.0,"['fire', 'protection', 'training']",0.0,U,U
8716,U,3,ML071350662.txt,195,0.0,[],0.0,U,U
8720,U,193,ML071350662.txt,199,127.0,"['attachment', 'based', 'testing']",0.0,U,U
8721,U,271,ML071350662.txt,199,193.0,"['management', 'training', 'desk', 'reload']",0.0,U,U
8723,U,402,ML071350662.txt,199,345.0,"['annual', 'performance']",0.0,U,U
8725,U,597,ML071350662.txt,199,535.0,"['simulator', 'scenario', 'for', 'steam', 'generator', 'tube']",0.0,U,U
8735,U,118,ML071350662.txt,215,0.0,"['miscellaneous', 'documents', 'number', 'reactor', 'trip', 'circuit', 'breaker', 'post', 'maintenance', 'test', 'revision']",0.0,U,U
8737,U,986,ML071350662.txt,217,953.0,['revision'],0.0,U,U
8741,U,287,ML071350662.txt,225,0.0,"['section', 'postmaintenance', 'testing', 'procedures', 'number', 'title', 'controlled', 'ventilation', 'area', 'system', 'operability', 'check', 'controlled', 'ventilation', 'area', 'system', 'filter', 'train', 'inlet', 'temperature', 'loop', 'calibration', 'or', 'revision']",0.0,U,U
8742,U,3,ML071350662.txt,227,0.0,[],0.0,U,U
8744,U,71,ML071350662.txt,231,0.0,"['procedures', 'number', 'title', 'post', 'maintenance', 'testing', 'revision']",0.0,U,U
8751,U,1,ML071350662.txt,245,0.0,[],0.0,U,U
8754,U,3,ML071350662.txt,251,0.0,[],0.0,U,U
8755,U,10,ML071350662.txt,253,0.0,['attachment'],0.0,U,U
8759,U,505,ML12027A131.txt,3,332.0,"['the', 'enclosed', 'integrated', 'inspection', 'report', 'documents', 'the', 'inspection', 'which', 'were', 'discussed', 'on', 'january', 'with', 'steve', 'swanson', 'and', 'other', 'members', 'of', 'your']",0.0,U,U
8760,U,693,ML12027A131.txt,3,505.0,"['the', 'inspection', 'examined', 'activities', 'conducted', 'under', 'your', 'license', 'as', 'they', 'relate', 'to', 'safety', 'and', 'compliance', 'with', 'the', 'rules', 'and', 'regulations', 'and', 'with', 'the', 'conditions', 'of', 'your']",0.0,U,U
8761,U,797,ML12027A131.txt,3,693.0,"['the', 'inspectors', 'reviewed', 'selected', 'procedures', 'and', 'observed', 'and', 'interviewed']",0.0,U,U
8764,U,1137,ML12027A131.txt,3,1008.0,"['one', 'which', 'was', 'determined', 'to', 'be', 'of', 'very', 'low', 'safety', 'is', 'listed', 'in', 'this']",0.0,U,U
8766,U,1740,ML12027A131.txt,3,1254.0,"['if', 'you', 'contest', 'these', 'you', 'should', 'provide', 'response', 'within', 'days', 'of', 'the', 'date', 'of', 'this', 'inspection', 'with', 'the', 'basis', 'for', 'your', 'to', 'the', 'nuclear', 'regulatory', 'document', 'control', 'washington', 'dc', 'with', 'copies', 'to', 'the', 'regional', 'region', 'the', 'office', 'of', 'united', 'states', 'nuclear', 'regulatory', 'dc', 'and', 'the', 'nrc', 'resident', 'inspector', 'at', 'the', 'vogtle', 'electric', 'generating']",0.0,U,U
8769,U,2248,ML12027A131.txt,3,2143.0,"['vogtle', 'electric', 'generating', 'plant', 'nrc', 'integrated', 'inspection', 'report', 'and']",0.0,U,U
8770,U,4,ML12027A131.txt,5,0.0,['snc'],0.0,U,U
8779,U,349,ML12027A131.txt,15,0.0,"['in', 'accordance', 'with', 'the', 'cfr', 'of', 'the', 'of', 'copy', 'of', 'this', 'its', 'and', 'your', 'response', 'will', 'be', 'available', 'electronically', 'for', 'public', 'inspection', 'in', 'the', 'nrc', 'public', 'document', 'room', 'or', 'from', 'the', 'publicly', 'available', 'records', 'component', 'of', 'the', 'agencywide', 'document', 'access', 'and', 'management', 'system']",0.0,U,U
8781,U,577,ML12027A131.txt,15,472.0,"['james', 'chief', 'reactor', 'projects', 'branch', 'division', 'of', 'reactor', 'projects', 'docket']",0.0,U,U
8789,U,15,ML12027A131.txt,25,0.0,[],0.0,U,U
8790,U,232,ML12027A131.txt,27,0.0,"['accession', 'tlighty', 'yes', 'jhickey', 'yes', 'no', 'yes', 'no', 'yes', 'no', 'yes', 'no', 'by', 'mcain', 'yes', 'no', 'by', 'tchandler', 'yes', 'no']",0.0,U,U
8795,U,3,ML12027A131.txt,37,0.0,['yes'],0.0,U,U
8797,U,3,ML12027A131.txt,41,0.0,['yes'],0.0,U,U
8799,U,20,ML12027A131.txt,45,0.0,"['official', 'record', 'copy']",0.0,U,U
8800,U,75,ML12027A131.txt,47,0.0,"['document', 'iir']",0.0,U,U
8805,U,21,ML12027A131.txt,53,0.0,['arthur'],0.0,U,U
8806,U,394,ML12027A131.txt,53,21.0,"['troutman', 'sanders', 'electronic', 'mail', 'distribution', 'director', 'utility', 'counsel', 'division', 'office', 'of', 'consumer', 'affairs', 'drive', 'plaza', 'level', 'suite', 'ga', 'richard', 'haynes', 'division', 'of', 'waste', 'management', 'bureau', 'of', 'land', 'and', 'waste', 'management', 'department', 'of', 'health', 'and', 'environmental', 'control', 'electronic', 'mail', 'distribution']",0.0,U,U
8807,U,158,ML12027A131.txt,55,0.0,"['letter', 'to', 'tom', 'tynan', 'from', 'james', 'hickey', 'dated', 'january', 'vogtle', 'nrc', 'integrated', 'inspection', 'report', 'and']",0.0,U,U
8813,U,12,ML12027A131.txt,65,0.0,['license'],0.0,U,U
8814,U,13,ML12027A131.txt,65,12.0,[],0.0,U,U
8815,U,14,ML12027A131.txt,67,0.0,[],0.0,U,U
8818,U,37,ML12027A131.txt,71,0.0,['and'],0.0,U,U
8819,U,9,ML12027A131.txt,73,0.0,[],0.0,U,U
8821,U,9,ML12027A131.txt,77,0.0,[],0.0,U,U
8822,U,47,ML12027A131.txt,79,0.0,"['vogtle', 'electric', 'generating', 'units', 'and']",0.0,U,U
8823,U,9,ML12027A131.txt,81,0.0,[],0.0,U,U
8825,U,6,ML12027A131.txt,85,0.0,[],0.0,U,U
8827,U,11,ML12027A131.txt,89,0.0,[],0.0,U,U
8830,U,79,ML12027A131.txt,95,0.0,"['jim', 'branch', 'chief', 'reactor', 'projects', 'branch', 'division', 'of', 'reactor', 'projects']",0.0,U,U
8831,U,9,ML12027A131.txt,97,0.0,['enclosure'],0.0,U,U
8832,U,179,ML12027A131.txt,99,0.0,"['summary', 'of', 'findings', 'ir', 'vogtle', 'electric', 'generating', 'units', 'and', 'surveillance', 'and', 'other']",0.0,U,U
